episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
3560,178000,706.0,238.7340,-28.7579,-0.0015,0.1110,2.0030,0.0003,nan
3580,179000,709.8,268.6579,-33.6563,-0.0016,0.1543,2.0078,0.0001,nan
3600,,,,,,,,,
3600,180000,714.9,255.9938,-31.5792,-0.0015,0.1208,1.9529,0.0003,nan
3620,181000,718.5,220.9328,-27.6411,-0.0016,0.1618,1.9571,0.0008,nan
3640,182000,722.1,165.9800,-25.0949,-0.0020,0.1476,1.9543,0.0005,nan
3660,183000,725.7,266.6056,-37.0640,-0.0014,0.1951,1.9249,-0.0001,nan
3680,184000,729.3,239.1198,-36.5352,-0.0014,0.1610,1.9279,0.0002,nan
3700,,,,,,,,,
3700,185000,734.6,246.1620,-30.9102,-0.0015,0.1593,1.9349,0.0003,nan
3720,186000,738.2,258.8684,-28.3076,-0.0015,0.1782,1.9642,0.0000,nan
3740,187000,741.8,216.5727,-34.8960,-0.0015,0.1506,1.9249,-0.0002,nan
3760,188000,745.4,258.2936,-32.5704,-0.0016,0.1245,1.9280,0.0004,nan
3780,189000,749.1,263.5446,-31.1386,-0.0018,0.1149,1.9411,0.0007,nan
3800,,,,,,,,,
3800,190000,754.4,273.0957,-44.1749,-0.0015,0.1688,1.9202,-0.0000,nan
3820,191000,758.2,276.6821,-38.3574,-0.0014,0.1163,1.9177,0.0005,nan
3840,192000,761.8,203.0202,-32.7863,-0.0016,0.1539,1.8712,0.0001,nan
3860,193000,765.6,204.7557,-39.1935,-0.0015,0.2061,1.9479,0.0002,nan
3880,194000,769.2,298.5336,-31.8174,-0.0010,0.1469,1.8977,0.0003,nan
3900,,,,,,,,,
3900,195000,774.5,241.8931,-33.2483,-0.0015,0.1190,1.8810,0.0006,nan
3920,196000,778.3,208.6920,-33.1476,-0.0013,0.1488,1.8877,0.0001,nan
3940,197000,782.0,207.6964,-27.9561,-0.0012,0.1380,1.9173,0.0003,nan
3960,198000,785.6,257.9327,-31.4680,-0.0019,0.1370,1.8835,0.0001,nan
3980,199000,789.3,210.7350,-36.7472,-0.0014,0.1799,1.9194,0.0002,nan
4000,,,,,,,,,
4000,200000,794.5,221.2555,-30.6394,-0.0015,0.1531,1.9199,0.0000,nan
